node_id,tree_id,tree_name,tree_title,depth_group,declared_levels,parent_id,node_name,node_level,sort_order,path,is_root,child_count
node_00016,tree_001,Buildings,Buildings - 2 Levels,Trees with 2 Levels,2,node_00014,Water Tower,2,2,Buildings / Towers and Tall Structures / Water Tower,0,0
node_00017,tree_001,Buildings,Buildings - 2 Levels,Trees with 2 Levels,2,node_00014,Lighthouse,2,3,Buildings / Towers and Tall Structures / Lighthouse,0,0
node_00018,tree_001,Buildings,Buildings - 2 Levels,Trees with 2 Levels,2,node_00001,Fortifications,1,5,Buildings / Fortifications,0,3
node_00019,tree_001,Buildings,Buildings - 2 Levels,Trees with 2 Levels,2,node_00018,City Wall,2,1,Buildings / Fortifications / City Wall,0,0
node_00020,tree_001,Buildings,Buildings - 2 Levels,Trees with 2 Levels,2,node_00018,Gate Complex,2,2,Buildings / Fortifications / Gate Complex,0,0
node_00021,tree_001,Buildings,Buildings - 2 Levels,Trees with 2 Levels,2,node_00018,Fortress,2,3,Buildings / Fortifications / Fortress,0,0
node_00022,tree_001,Buildings,Buildings - 2 Levels,Trees with 2 Levels,2,node_00001,Special Structures,1,6,Buildings / Special Structures,0,3
node_00023,tree_001,Buildings,Buildings - 2 Levels,Trees with 2 Levels,2,node_00022,Dome Structure,2,1,Buildings / Special Structures / Dome Structure,0,0
node_00024,tree_001,Buildings,Buildings - 2 Levels,Trees with 2 Levels,2,node_00022,Pavilion,2,2,Buildings / Special Structures / Pavilion,0,0
node_00025,tree_001,Buildings,Buildings - 2 Levels,Trees with 2 Levels,2,node_00022,Amphitheater,2,3,Buildings / Special Structures / Amphitheater,0,0
node_00026,tree_002,Celestial Bodies,Celestial Bodies - 2 Levels,Trees with 2 Levels,2,,Celestial Bodies,0,1,Celestial Bodies,1,5
node_00027,tree_002,Celestial Bodies,Celestial Bodies - 2 Levels,Trees with 2 Levels,2,node_00026,Stars,1,1,Celestial Bodies / Stars,0,4
node_00028,tree_002,Celestial Bodies,Celestial Bodies - 2 Levels,Trees with 2 Levels,2,node_00027,Dwarf Star,2,1,Celestial Bodies / Stars / Dwarf Star,0,0
node_00029,tree_002,Celestial Bodies,Celestial Bodies - 2 Levels,Trees with 2 Levels,2,node_00027,Main-Sequence Star,2,2,Celestial Bodies / Stars / Main-Sequence Star,0,0
node_00030,tree_002,Celestial Bodies,Celestial Bodies - 2 Levels,Trees with 2 Levels,2,node_00027,Giant Star,2,3,Celestial Bodies / Stars / Giant Star,0,0
node_00031,tree_002,Celestial Bodies,Celestial Bodies - 2 Levels,Trees with 2 Levels,2,node_00027,Neutron Star,2,4,Celestial Bodies / Stars / Neutron Star,0,0
node_00032,tree_002,Celestial Bodies,Celestial Bodies - 2 Levels,Trees with 2 Levels,2,node_00026,Planetary Bodies,1,2,Celestial Bodies / Planetary Bodies,0,4
node_00033,tree_002,Celestial Bodies,Celestial Bodies - 2 Levels,Trees with 2 Levels,2,node_00032,Rocky Planet,2,1,Celestial Bodies / Planetary Bodies / Rocky Planet,0,0
node_00034,tree_002,Celestial Bodies,Celestial Bodies - 2 Levels,Trees with 2 Levels,2,node_00032,Gas Planet,2,2,Celestial Bodies / Planetary Bodies / Gas Planet,0,0
node_00035,tree_002,Celestial Bodies,Celestial Bodies - 2 Levels,Trees with 2 Levels,2,node_00032,Ice Planet,2,3,Celestial Bodies / Planetary Bodies / Ice Planet,0,0
node_00036,tree_002,Celestial Bodies,Celestial Bodies - 2 Levels,Trees with 2 Levels,2,node_00032,Dwarf Planet,2,4,Celestial Bodies / Planetary Bodies / Dwarf Planet,0,0
node_00037,tree_002,Celestial Bodies,Celestial Bodies - 2 Levels,Trees with 2 Levels,2,node_00026,Moons,1,3,Celestial Bodies / Moons,0,2
node_00038,tree_002,Celestial Bodies,Celestial Bodies - 2 Levels,Trees with 2 Levels,2,node_00037,Rocky Moon,2,1,Celestial Bodies / Moons / Rocky Moon,0,0
node_00039,tree_002,Celestial Bodies,Celestial Bodies - 2 Levels,Trees with 2 Levels,2,node_00037,Ice Moon,2,2,Celestial Bodies / Moons / Ice Moon,0,0
node_00040,tree_002,Celestial Bodies,Celestial Bodies - 2 Levels,Trees with 2 Levels,2,node_00026,Small Bodies,1,4,Celestial Bodies / Small Bodies,0,4
node_00041,tree_002,Celestial Bodies,Celestial Bodies - 2 Levels,Trees with 2 Levels,2,node_00040,Asteroid,2,1,Celestial Bodies / Small Bodies / Asteroid,0,0
node_00042,tree_002,Celestial Bodies,Celestial Bodies - 2 Levels,Trees with 2 Levels,2,node_00040,Comet,2,2,Celestial Bodies / Small Bodies / Comet,0,0
node_00043,tree_002,Celestial Bodies,Celestial Bodies - 2 Levels,Trees with 2 Levels,2,node_00040,Meteoroid,2,3,Celestial Bodies / Small Bodies / Meteoroid,0,0
node_00044,tree_002,Celestial Bodies,Celestial Bodies - 2 Levels,Trees with 2 Levels,2,node_00040,Meteorite,2,4,Celestial Bodies / Small Bodies / Meteorite,0,0
node_00045,tree_002,Celestial Bodies,Celestial Bodies - 2 Levels,Trees with 2 Levels,2,node_00026,Systems and Large Structures,1,5,Celestial Bodies / Systems and Large Structures,0,4
node_00046,tree_002,Celestial Bodies,Celestial Bodies - 2 Levels,Trees with 2 Levels,2,node_00045,Planetary System,2,1,Celestial Bodies / Systems and Large Structures / Planetary System,0,0
node_00047,tree_002,Celestial Bodies,Celestial Bodies - 2 Levels,Trees with 2 Levels,2,node_00045,Star Cluster,2,2,Celestial Bodies / Systems and Large Structures / Star Cluster,0,0
node_00048,tree_002,Celestial Bodies,Celestial Bodies - 2 Levels,Trees with 2 Levels,2,node_00045,Nebula,2,3,Celestial Bodies / Systems and Large Structures / Nebula,0,0
node_00049,tree_002,Celestial Bodies,Celestial Bodies - 2 Levels,Trees with 2 Levels,2,node_00045,Galaxy,2,4,Celestial Bodies / Systems and Large Structures / Galaxy,0,0
node_00050,tree_003,Geometric Shapes and Solids,Geometric Shapes and Solids - 2 Levels,Trees with 2 Levels,2,,Geometric Shapes and Solids,0,1,Geometric Shapes and Solids,1,4
node_00051,tree_003,Geometric Shapes and Solids,Geometric Shapes and Solids - 2 Levels,Trees with 2 Levels,2,node_00050,Two-Dimensional Shapes,1,1,Geometric Shapes and Solids / Two-Dimensional Shapes,0,7
node_00052,tree_003,Geometric Shapes and Solids,Geometric Shapes and Solids - 2 Levels,Trees with 2 Levels,2,node_00051,Circle,2,1,Geometric Shapes and Solids / Two-Dimensional Shapes / Circle,0,0
node_00053,tree_003,Geometric Shapes and Solids,Geometric Shapes and Solids - 2 Levels,Trees with 2 Levels,2,node_00051,Ellipse,2,2,Geometric Shapes and Solids / Two-Dimensional Shapes / Ellipse,0,0
node_00054,tree_003,Geometric Shapes and Solids,Geometric Shapes and Solids - 2 Levels,Trees with 2 Levels,2,node_00051,Triangle,2,3,Geometric Shapes and Solids / Two-Dimensional Shapes / Triangle,0,0
node_00055,tree_003,Geometric Shapes and Solids,Geometric Shapes and Solids - 2 Levels,Trees with 2 Levels,2,node_00051,Square,2,4,Geometric Shapes and Solids / Two-Dimensional Shapes / Square,0,0
node_00056,tree_003,Geometric Shapes and Solids,Geometric Shapes and Solids - 2 Levels,Trees with 2 Levels,2,node_00051,Rectangle,2,5,Geometric Shapes and Solids / Two-Dimensional Shapes / Rectangle,0,0
node_00057,tree_003,Geometric Shapes and Solids,Geometric Shapes and Solids - 2 Levels,Trees with 2 Levels,2,node_00051,Pentagon,2,6,Geometric Shapes and Solids / Two-Dimensional Shapes / Pentagon,0,0
node_00058,tree_003,Geometric Shapes and Solids,Geometric Shapes and Solids - 2 Levels,Trees with 2 Levels,2,node_00051,Hexagon,2,7,Geometric Shapes and Solids / Two-Dimensional Shapes / Hexagon,0,0
node_00059,tree_003,Geometric Shapes and Solids,Geometric Shapes and Solids - 2 Levels,Trees with 2 Levels,2,node_00050,Lines and Open Forms,1,2,Geometric Shapes and Solids / Lines and Open Forms,0,3
node_00060,tree_003,Geometric Shapes and Solids,Geometric Shapes and Solids - 2 Levels,Trees with 2 Levels,2,node_00059,Line,2,1,Geometric Shapes and Solids / Lines and Open Forms / Line,0,0
node_00061,tree_003,Geometric Shapes and Solids,Geometric Shapes and Solids - 2 Levels,Trees with 2 Levels,2,node_00059,Curve,2,2,Geometric Shapes and Solids / Lines and Open Forms / Curve,0,0
node_00062,tree_003,Geometric Shapes and Solids,Geometric Shapes and Solids - 2 Levels,Trees with 2 Levels,2,node_00059,Angle,2,3,Geometric Shapes and Solids / Lines and Open Forms / Angle,0,0
node_00063,tree_003,Geometric Shapes and Solids,Geometric Shapes and Solids - 2 Levels,Trees with 2 Levels,2,node_00050,Three-Dimensional Solids,1,3,Geometric Shapes and Solids / Three-Dimensional Solids,0,7
node_00064,tree_003,Geometric Shapes and Solids,Geometric Shapes and Solids - 2 Levels,Trees with 2 Levels,2,node_00063,Sphere,2,1,Geometric Shapes and Solids / Three-Dimensional Solids / Sphere,0,0
node_00065,tree_003,Geometric Shapes and Solids,Geometric Shapes and Solids - 2 Levels,Trees with 2 Levels,2,node_00063,Cube,2,2,Geometric Shapes and Solids / Three-Dimensional Solids / Cube,0,0
node_00066,tree_003,Geometric Shapes and Solids,Geometric Shapes and Solids - 2 Levels,Trees with 2 Levels,2,node_00063,Cuboid,2,3,Geometric Shapes and Solids / Three-Dimensional Solids / Cuboid,0,0
node_00067,tree_003,Geometric Shapes and Solids,Geometric Shapes and Solids - 2 Levels,Trees with 2 Levels,2,node_00063,Cylinder,2,4,Geometric Shapes and Solids / Three-Dimensional Solids / Cylinder,0,0
node_00068,tree_003,Geometric Shapes and Solids,Geometric Shapes and Solids - 2 Levels,Trees with 2 Levels,2,node_00063,Cone,2,5,Geometric Shapes and Solids / Three-Dimensional Solids / Cone,0,0
node_00069,tree_003,Geometric Shapes and Solids,Geometric Shapes and Solids - 2 Levels,Trees with 2 Levels,2,node_00063,Pyramid,2,6,Geometric Shapes and Solids / Three-Dimensional Solids / Pyramid,0,0
node_00070,tree_003,Geometric Shapes and Solids,Geometric Shapes and Solids - 2 Levels,Trees with 2 Levels,2,node_00063,Torus,2,7,Geometric Shapes and Solids / Three-Dimensional Solids / Torus,0,0
node_00071,tree_003,Geometric Shapes and Solids,Geometric Shapes and Solids - 2 Levels,Trees with 2 Levels,2,node_00050,Composite Forms,1,4,Geometric Shapes and Solids / Composite Forms,0,3
node_00072,tree_003,Geometric Shapes and Solids,Geometric Shapes and Solids - 2 Levels,Trees with 2 Levels,2,node_00071,Star Shape,2,1,Geometric Shapes and Solids / Composite Forms / Star Shape,0,0
node_00073,tree_003,Geometric Shapes and Solids,Geometric Shapes and Solids - 2 Levels,Trees with 2 Levels,2,node_00071,Ring Shape,2,2,Geometric Shapes and Solids / Composite Forms / Ring Shape,0,0
node_00074,tree_003,Geometric Shapes and Solids,Geometric Shapes and Solids - 2 Levels,Trees with 2 Levels,2,node_00071,Spiral Shape,2,3,Geometric Shapes and Solids / Composite Forms / Spiral Shape,0,0
node_00075,tree_004,Mythical Creatures,Mythical Creatures - 2 Levels,Trees with 2 Levels,2,,Mythical Creatures,0,1,Mythical Creatures,1,6
node_00076,tree_004,Mythical Creatures,Mythical Creatures - 2 Levels,Trees with 2 Levels,2,node_00075,Nocturnal Beings,1,1,Mythical Creatures / Nocturnal Beings,0,4
node_00077,tree_004,Mythical Creatures,Mythical Creatures - 2 Levels,Trees with 2 Levels,2,node_00076,Vampire,2,1,Mythical Creatures / Nocturnal Beings / Vampire,0,0
node_00078,tree_004,Mythical Creatures,Mythical Creatures - 2 Levels,Trees with 2 Levels,2,node_00076,Werewolf,2,2,Mythical Creatures / Nocturnal Beings / Werewolf,0,0
node_00079,tree_004,Mythical Creatures,Mythical Creatures - 2 Levels,Trees with 2 Levels,2,node_00076,Ghost,2,3,Mythical Creatures / Nocturnal Beings / Ghost,0,0
node_00080,tree_004,Mythical Creatures,Mythical Creatures - 2 Levels,Trees with 2 Levels,2,node_00076,Shadow Creature,2,4,Mythical Creatures / Nocturnal Beings / Shadow Creature,0,0
node_00081,tree_004,Mythical Creatures,Mythical Creatures - 2 Levels,Trees with 2 Levels,2,node_00075,Dragon-Like Beings,1,2,Mythical Creatures / Dragon-Like Beings,0,3
node_00082,tree_004,Mythical Creatures,Mythical Creatures - 2 Levels,Trees with 2 Levels,2,node_00081,Dragon,2,1,Mythical Creatures / Dragon-Like Beings / Dragon,0,0
node_00083,tree_004,Mythical Creatures,Mythical Creatures - 2 Levels,Trees with 2 Levels,2,node_00081,Lindworm,2,2,Mythical Creatures / Dragon-Like Beings / Lindworm,0,0
node_00084,tree_004,Mythical Creatures,Mythical Creatures - 2 Levels,Trees with 2 Levels,2,node_00081,Hydra,2,3,Mythical Creatures / Dragon-Like Beings / Hydra,0,0
node_00085,tree_004,Mythical Creatures,Mythical Creatures - 2 Levels,Trees with 2 Levels,2,node_00075,Forest and Nature Beings,1,3,Mythical Creatures / Forest and Nature Beings,0,4
node_00086,tree_004,Mythical Creatures,Mythical Creatures - 2 Levels,Trees with 2 Levels,2,node_00085,Elf,2,1,Mythical Creatures / Forest and Nature Beings / Elf,0,0
node_00087,tree_004,Mythical Creatures,Mythical Creatures - 2 Levels,Trees with 2 Levels,2,node_00085,Dryad,2,2,Mythical Creatures / Forest and Nature Beings / Dryad,0,0
node_00088,tree_004,Mythical Creatures,Mythical Creatures - 2 Levels,Trees with 2 Levels,2,node_00085,Tree Being,2,3,Mythical Creatures / Forest and Nature Beings / Tree Being,0,0
node_00089,tree_004,Mythical Creatures,Mythical Creatures - 2 Levels,Trees with 2 Levels,2,node_00085,Forest Spirit,2,4,Mythical Creatures / Forest and Nature Beings / Forest Spirit,0,0
node_00090,tree_004,Mythical Creatures,Mythical Creatures - 2 Levels,Trees with 2 Levels,2,node_00075,Hybrid Creatures,1,4,Mythical Creatures / Hybrid Creatures,0,4
node_00091,tree_004,Mythical Creatures,Mythical Creatures - 2 Levels,Trees with 2 Levels,2,node_00090,Centaur,2,1,Mythical Creatures / Hybrid Creatures / Centaur,0,0
node_00092,tree_004,Mythical Creatures,Mythical Creatures - 2 Levels,Trees with 2 Levels,2,node_00090,Minotaur,2,2,Mythical Creatures / Hybrid Creatures / Minotaur,0,0
node_00093,tree_004,Mythical Creatures,Mythical Creatures - 2 Levels,Trees with 2 Levels,2,node_00090,Griffin,2,3,Mythical Creatures / Hybrid Creatures / Griffin,0,0
node_00094,tree_004,Mythical Creatures,Mythical Creatures - 2 Levels,Trees with 2 Levels,2,node_00090,Sphinx,2,4,Mythical Creatures / Hybrid Creatures / Sphinx,0,0
node_00095,tree_004,Mythical Creatures,Mythical Creatures - 2 Levels,Trees with 2 Levels,2,node_00075,Small Magical Beings,1,5,Mythical Creatures / Small Magical Beings,0,4
node_00096,tree_004,Mythical Creatures,Mythical Creatures - 2 Levels,Trees with 2 Levels,2,node_00095,Fairy,2,1,Mythical Creatures / Small Magical Beings / Fairy,0,0
node_00097,tree_004,Mythical Creatures,Mythical Creatures - 2 Levels,Trees with 2 Levels,2,node_00095,Goblin,2,2,Mythical Creatures / Small Magical Beings / Goblin,0,0
node_00098,tree_004,Mythical Creatures,Mythical Creatures - 2 Levels,Trees with 2 Levels,2,node_00095,Gnome,2,3,Mythical Creatures / Small Magical Beings / Gnome,0,0
node_00099,tree_004,Mythical Creatures,Mythical Creatures - 2 Levels,Trees with 2 Levels,2,node_00095,Pixie,2,4,Mythical Creatures / Small Magical Beings / Pixie,0,0
node_00100,tree_004,Mythical Creatures,Mythical Creatures - 2 Levels,Trees with 2 Levels,2,node_00075,Water Beings,1,6,Mythical Creatures / Water Beings,0,3
node_00101,tree_004,Mythical Creatures,Mythical Creatures - 2 Levels,Trees with 2 Levels,2,node_00100,Mermaid,2,1,Mythical Creatures / Water Beings / Mermaid,0,0
node_00102,tree_004,Mythical Creatures,Mythical Creatures - 2 Levels,Trees with 2 Levels,2,node_00100,Merman,2,2,Mythical Creatures / Water Beings / Merman,0,0
node_00103,tree_004,Mythical Creatures,Mythical Creatures - 2 Levels,Trees with 2 Levels,2,node_00100,Nixie,2,3,Mythical Creatures / Water Beings / Nixie,0,0
node_00104,tree_005,Plant Forms,Plant Forms - 2 Levels,Trees with 2 Levels,2,,Plant Forms,0,1,Plant Forms,1,6
node_00105,tree_005,Plant Forms,Plant Forms - 2 Levels,Trees with 2 Levels,2,node_00104,Trees,1,1,Plant Forms / Trees,0,3
node_00106,tree_005,Plant Forms,Plant Forms - 2 Levels,Trees with 2 Levels,2,node_00105,Deciduous Tree,2,1,Plant Forms / Trees / Deciduous Tree,0,0
node_00107,tree_005,Plant Forms,Plant Forms - 2 Levels,Trees with 2 Levels,2,node_00105,Conifer,2,2,Plant Forms / Trees / Conifer,0,0
node_00108,tree_005,Plant Forms,Plant Forms - 2 Levels,Trees with 2 Levels,2,node_00105,Fruit Tree,2,3,Plant Forms / Trees / Fruit Tree,0,0
node_00109,tree_005,Plant Forms,Plant Forms - 2 Levels,Trees with 2 Levels,2,node_00104,Shrubs,1,2,Plant Forms / Shrubs,0,3
node_00110,tree_005,Plant Forms,Plant Forms - 2 Levels,Trees with 2 Levels,2,node_00109,Flowering Shrub,2,1,Plant Forms / Shrubs / Flowering Shrub,0,0
node_00111,tree_005,Plant Forms,Plant Forms - 2 Levels,Trees with 2 Levels,2,node_00109,Berry Shrub,2,2,Plant Forms / Shrubs / Berry Shrub,0,0
node_00112,tree_005,Plant Forms,Plant Forms - 2 Levels,Trees with 2 Levels,2,node_00109,Evergreen Shrub,2,3,Plant Forms / Shrubs / Evergreen Shrub,0,0
node_00113,tree_005,Plant Forms,Plant Forms - 2 Levels,Trees with 2 Levels,2,node_00104,Herbaceous Plants,1,3,Plant Forms / Herbaceous Plants,0,3
node_00114,tree_005,Plant Forms,Plant Forms - 2 Levels,Trees with 2 Levels,2,node_00113,Wild Herb,2,1,Plant Forms / Herbaceous Plants / Wild Herb,0,0
node_00115,tree_005,Plant Forms,Plant Forms - 2 Levels,Trees with 2 Levels,2,node_00113,Ornamental Plant,2,2,Plant Forms / Herbaceous Plants / Ornamental Plant,0,0
node_00116,tree_005,Plant Forms,Plant Forms - 2 Levels,Trees with 2 Levels,2,node_00113,Perennial,2,3,Plant Forms / Herbaceous Plants / Perennial,0,0
node_00117,tree_005,Plant Forms,Plant Forms - 2 Levels,Trees with 2 Levels,2,node_00104,Ground Covers and Low Plants,1,4,Plant Forms / Ground Covers and Low Plants,0,3
node_00118,tree_005,Plant Forms,Plant Forms - 2 Levels,Trees with 2 Levels,2,node_00117,Moss,2,1,Plant Forms / Ground Covers and Low Plants / Moss,0,0
node_00119,tree_005,Plant Forms,Plant Forms - 2 Levels,Trees with 2 Levels,2,node_00117,Fern,2,2,Plant Forms / Ground Covers and Low Plants / Fern,0,0
node_00120,tree_005,Plant Forms,Plant Forms - 2 Levels,Trees with 2 Levels,2,node_00117,Ground Cover,2,3,Plant Forms / Ground Covers and Low Plants / Ground Cover,0,0
node_00121,tree_005,Plant Forms,Plant Forms - 2 Levels,Trees with 2 Levels,2,node_00104,Climbing Plants,1,5,Plant Forms / Climbing Plants,0,2
node_00122,tree_005,Plant Forms,Plant Forms - 2 Levels,Trees with 2 Levels,2,node_00121,Vine,2,1,Plant Forms / Climbing Plants / Vine,0,0
node_00123,tree_005,Plant Forms,Plant Forms - 2 Levels,Trees with 2 Levels,2,node_00121,Twining Plant,2,2,Plant Forms / Climbing Plants / Twining Plant,0,0
node_00124,tree_005,Plant Forms,Plant Forms - 2 Levels,Trees with 2 Levels,2,node_00104,Aquatic and Marsh Plants,1,6,Plant Forms / Aquatic and Marsh Plants,0,3
node_00125,tree_005,Plant Forms,Plant Forms - 2 Levels,Trees with 2 Levels,2,node_00124,Water Lily,2,1,Plant Forms / Aquatic and Marsh Plants / Water Lily,0,0
node_00126,tree_005,Plant Forms,Plant Forms - 2 Levels,Trees with 2 Levels,2,node_00124,Reed,2,2,Plant Forms / Aquatic and Marsh Plants / Reed,0,0
node_00127,tree_005,Plant Forms,Plant Forms - 2 Levels,Trees with 2 Levels,2,node_00124,Floating Plant,2,3,Plant Forms / Aquatic and Marsh Plants / Floating Plant,0,0
node_00128,tree_006,Tools,Tools - 2 Levels,Trees with 2 Levels,2,,Tools,0,1,Tools,1,6
node_00129,tree_006,Tools,Tools - 2 Levels,Trees with 2 Levels,2,node_00128,Striking Tools,1,1,Tools / Striking Tools,0,3
node_00130,tree_006,Tools,Tools - 2 Levels,Trees with 2 Levels,2,node_00129,Hammer,2,1,Tools / Striking Tools / Hammer,0,0
node_00131,tree_006,Tools,Tools - 2 Levels,Trees with 2 Levels,2,node_00129,Rubber Mallet,2,2,Tools / Striking Tools / Rubber Mallet,0,0
node_00132,tree_006,Tools,Tools - 2 Levels,Trees with 2 Levels,2,node_00129,Wooden Mallet,2,3,Tools / Striking Tools / Wooden Mallet,0,0
node_00133,tree_006,Tools,Tools - 2 Levels,Trees with 2 Levels,2,node_00128,Gripping and Holding Tools,1,2,Tools / Gripping and Holding Tools,0,3
node_00134,tree_006,Tools,Tools - 2 Levels,Trees with 2 Levels,2,node_00133,Pliers,2,1,Tools / Gripping and Holding Tools / Pliers,0,0
node_00135,tree_006,Tools,Tools - 2 Levels,Trees with 2 Levels,2,node_00133,Pipe Wrench,2,2,Tools / Gripping and Holding Tools / Pipe Wrench,0,0
node_00136,tree_006,Tools,Tools - 2 Levels,Trees with 2 Levels,2,node_00133,Clamp,2,3,Tools / Gripping and Holding Tools / Clamp,0,0
node_00137,tree_006,Tools,Tools - 2 Levels,Trees with 2 Levels,2,node_00128,Screw Tools,1,3,Tools / Screw Tools,0,3
node_00138,tree_006,Tools,Tools - 2 Levels,Trees with 2 Levels,2,node_00137,Screwdriver,2,1,Tools / Screw Tools / Screwdriver,0,0
node_00139,tree_006,Tools,Tools - 2 Levels,Trees with 2 Levels,2,node_00137,Hex Key,2,2,Tools / Screw Tools / Hex Key,0,0
node_00140,tree_006,Tools,Tools - 2 Levels,Trees with 2 Levels,2,node_00137,Wrench,2,3,Tools / Screw Tools / Wrench,0,0
node_00141,tree_006,Tools,Tools - 2 Levels,Trees with 2 Levels,2,node_00128,Cutting Tools,1,4,Tools / Cutting Tools,0,3
node_00142,tree_006,Tools,Tools - 2 Levels,Trees with 2 Levels,2,node_00141,Knife,2,1,Tools / Cutting Tools / Knife,0,0
node_00143,tree_006,Tools,Tools - 2 Levels,Trees with 2 Levels,2,node_00141,Scissors,2,2,Tools / Cutting Tools / Scissors,0,0
node_00144,tree_006,Tools,Tools - 2 Levels,Trees with 2 Levels,2,node_00141,Saw,2,3,Tools / Cutting Tools / Saw,0,0
node_00145,tree_006,Tools,Tools - 2 Levels,Trees with 2 Levels,2,node_00128,Measuring Tools,1,5,Tools / Measuring Tools,0,3
node_00146,tree_006,Tools,Tools - 2 Levels,Trees with 2 Levels,2,node_00145,Ruler,2,1,Tools / Measuring Tools / Ruler,0,0
node_00147,tree_006,Tools,Tools - 2 Levels,Trees with 2 Levels,2,node_00145,Caliper,2,2,Tools / Measuring Tools / Caliper,0,0
node_00148,tree_006,Tools,Tools - 2 Levels,Trees with 2 Levels,2,node_00145,Spirit Level,2,3,Tools / Measuring Tools / Spirit Level,0,0
node_00149,tree_006,Tools,Tools - 2 Levels,Trees with 2 Levels,2,node_00128,Drilling and Turning Tools,1,6,Tools / Drilling and Turning Tools,0,3
node_00150,tree_006,Tools,Tools - 2 Levels,Trees with 2 Levels,2,node_00149,Hand Drill,2,1,Tools / Drilling and Turning Tools / Hand Drill,0,0
node_00151,tree_006,Tools,Tools - 2 Levels,Trees with 2 Levels,2,node_00149,Power Drill,2,2,Tools / Drilling and Turning Tools / Power Drill,0,0
node_00152,tree_006,Tools,Tools - 2 Levels,Trees with 2 Levels,2,node_00149,Brace Drill,2,3,Tools / Drilling and Turning Tools / Brace Drill,0,0
node_00153,tree_007,Weather and Natural Phenomena,Weather and Natural Phenomena - 2 Levels,Trees with 2 Levels,2,,Weather and Natural Phenomena,0,1,Weather and Natural Phenomena,1,5
node_00154,tree_007,Weather and Natural Phenomena,Weather and Natural Phenomena - 2 Levels,Trees with 2 Levels,2,node_00153,Precipitation,1,1,Weather and Natural Phenomena / Precipitation,0,5
node_00155,tree_007,Weather and Natural Phenomena,Weather and Natural Phenomena - 2 Levels,Trees with 2 Levels,2,node_00154,Rain,2,1,Weather and Natural Phenomena / Precipitation / Rain,0,0
node_00156,tree_007,Weather and Natural Phenomena,Weather and Natural Phenomena - 2 Levels,Trees with 2 Levels,2,node_00154,Drizzle,2,2,Weather and Natural Phenomena / Precipitation / Drizzle,0,0
node_00157,tree_007,Weather and Natural Phenomena,Weather and Natural Phenomena - 2 Levels,Trees with 2 Levels,2,node_00154,Snow,2,3,Weather and Natural Phenomena / Precipitation / Snow,0,0
node_00158,tree_007,Weather and Natural Phenomena,Weather and Natural Phenomena - 2 Levels,Trees with 2 Levels,2,node_00154,Graupel,2,4,Weather and Natural Phenomena / Precipitation / Graupel,0,0
node_00159,tree_007,Weather and Natural Phenomena,Weather and Natural Phenomena - 2 Levels,Trees with 2 Levels,2,node_00154,Hail,2,5,Weather and Natural Phenomena / Precipitation / Hail,0,0
node_00160,tree_007,Weather and Natural Phenomena,Weather and Natural Phenomena - 2 Levels,Trees with 2 Levels,2,node_00153,Wind and Air Movement,1,2,Weather and Natural Phenomena / Wind and Air Movement,0,4
